"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",1488,1521,1448,1424
"매출원가",1177,1165,1113,1115
"매출총이익",310,355,336,310
"판매비와관리비",293,219,227,212
"인건비",71,65,72,74
"유무형자산상각비",22,7,11,7
"연구개발비",10,5,5,10
"광고선전비",30,12,6,3
"판매비",32,55,59,58
"관리비",125,63,68,52
"기타원가성비용",0,0,0,0
"기타",6,9,6,8
"영업이익",18,137,108,98
"영업이익(발표기준)",18,137,108,98
"금융수익",33,65,191,222
"이자수익",11,10,7,7
"배당금수익",0,0,0,0
"외환이익",-8,36,3,2
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",12,10,15,16
"금융자산평가이익",15,10,164,198
"금융자산손상차손환입",0,0,0,0
"파생상품이익",3,0,2,0
"기타금융수익",-2,0,0,0
"금융원가",54,89,51,26
"이자비용",34,18,12,10
"외환손실",7,8,5,14
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",-23,3,42,6
"금융자산평가손실",37,61,-10,-4
"금융자산손상차손",0,0,0,0
"파생상품손실",0,0,0,0
"기타금융원가",-1,0,1,0
"기타수익",11,55,13,10
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,0,0
"자산처분(폐기)이익",1,0,0,1
"자산평가이익",0,0,0,0
"자산손상차손환입",0,0,0,0
"임대료수익",7,7,7,5
"로열티수익",0,0,0,0
"수수료수익",0,0,0,0
"대손충당금환입",0,0,0,0
"충당부채환입액",0,0,0,0
"기타비용",46,10,40,15
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,0,0
"자산처분(폐기)손실",0,0,29,2
"자산평가손실",0,0,0,0
"자산손상차손",1,0,0,0
"기타대손상각비",4,-2,2,0
"충당부채전입액",0,0,0,0
"종속기업,공동지배기업및관계기업관련손익",-194,-191,-73,-97
"지분법손익",0,-1,2,1
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",-232,-35,151,197
"법인세비용",-45,22,53,73
"계속영업이익",-187,-56,99,121
"중단영업이익",0,0,0,0
"당기순이익",-187,-56,99,121
"지배주주순이익",-205,-143,-68,0
"비지배주주순이익",-2,0,-2,2
"자산",9294,9291,9422,9741
"유동자산",3654,3648,3734,4106
"재고자산",863,802,822,893
"유동생물자산",0,0,0,0
"유동금융자산",980,845,1075,1227
"매출채권및기타유동채권",741,791,815,848
"당기법인세자산",10,12,4,6
"계약자산",0,0,0,0
"반품(환불)자산",0,0,0,0
"배출권",0,0,0,0
"기타유동자산",43,53,50,69
"현금및현금성자산",1017,1108,967,1061
"매각예정비유동자산및처분자산집단",0,35,0,0
"비유동자산",5640,5643,5688,5637
"유형자산",2760,2749,2486,2497
"무형자산",324,325,325,334
"비유동생물자산",0,0,0,0
"투자부동산",29,29,297,296
"장기금융자산",1190,1344,1255,1412
"관계기업등지분관련투자자산",1238,1056,1141,908
"장기매출채권및기타비유동채권",36,34,53,53
